Timestamp,Src IP,Src Port,Dest IP,Dest Port,Proto,Signature,Category,Severity,Metadata,Signature ID,Event Type
12/24/23 3:14 PM,10.0.5.230,64984,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 3:14 PM,10.0.5.230,59358,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 3:13 PM,10.0.5.230,56320,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 3:12 PM,10.0.5.230,54136,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 3:12 PM,10.0.5.230,59700,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 3:11 PM,10.0.5.230,59389,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 3:10 PM,10.0.5.230,56767,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 3:09 PM,10.0.5.230,65105,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 3:09 PM,10.0.5.230,65111,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 3:09 PM,10.0.5.230,55820,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 3:08 PM,10.0.5.230,57123,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 3:07 PM,10.0.5.230,60159,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 3:07 PM,10.0.5.230,58990,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 3:06 PM,10.0.5.230,54136,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 3:06 PM,10.0.5.230,54136,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 3:05 PM,10.0.5.230,63033,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 3:04 PM,10.0.5.230,54136,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 3:04 PM,10.0.5.230,61069,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 3:04 PM,10.0.5.230,60711,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 3:03 PM,10.0.5.230,58939,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 3:02 PM,10.0.5.230,57693,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 3:01 PM,10.0.5.230,63106,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 3:01 PM,10.0.5.230,65099,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 3:01 PM,10.0.7.240,17387,8.8.8.8,53,UDP,ET POLICY possible Xiaomi phone data leakage DNS,Potential Corporate Privacy Violation,1,"{'updated_at': ['2020_09_15'], 'created_at': ['2014_08_11']}",2018918,alert
12/24/23 3:01 PM,10.0.5.230,56438,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:59 PM,10.0.5.230,59702,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 2:59 PM,10.0.5.230,59701,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 2:59 PM,10.0.5.230,54136,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:59 PM,10.0.5.230,64201,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:57 PM,10.0.5.230,54136,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 2:57 PM,10.0.5.230,54136,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 2:57 PM,10.0.5.230,56246,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:56 PM,10.0.5.230,61748,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:55 PM,10.0.5.230,58339,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 2:54 PM,10.0.5.230,59508,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:54 PM,10.0.5.230,59507,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 2:54 PM,10.0.5.230,54136,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:53 PM,10.0.5.230,58418,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 2:52 PM,10.0.5.230,59470,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:52 PM,10.0.5.230,54616,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 2:50 PM,10.0.5.230,54136,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:50 PM,10.0.5.230,54136,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 2:50 PM,10.0.5.230,54136,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:49 PM,10.0.5.230,61575,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 2:48 PM,10.0.5.230,57165,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:48 PM,10.0.5.230,55512,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 2:48 PM,10.0.5.230,54136,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:47 PM,10.0.5.230,62837,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 2:46 PM,10.0.5.230,62002,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 2:46 PM,10.0.5.230,54136,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:45 PM,10.0.5.230,63817,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:44 PM,10.0.5.230,63206,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 2:44 PM,10.0.5.230,63207,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 2:44 PM,10.0.5.230,63206,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:43 PM,10.0.5.230,61197,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:42 PM,10.0.5.230,54139,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 2:42 PM,10.0.5.230,54136,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 2:41 PM,10.0.5.230,54136,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:40 PM,10.0.5.230,59576,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:40 PM,10.0.5.230,62480,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 2:39 PM,10.0.5.230,54850,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:38 PM,10.0.5.230,54136,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 2:38 PM,10.0.5.230,54136,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:37 PM,10.0.5.230,62094,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 2:37 PM,10.0.5.230,62094,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:36 PM,10.0.5.230,60074,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 2:35 PM,10.0.5.230,60719,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 2:35 PM,10.0.5.230,54136,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:35 PM,10.0.5.230,54136,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:33 PM,10.8.80.169,53594,8.8.8.8,53,UDP,ET POLICY possible Xiaomi phone data leakage DNS,Potential Corporate Privacy Violation,1,"{'updated_at': ['2020_09_15'], 'created_at': ['2014_08_11']}",2018918,alert
12/24/23 2:33 PM,10.0.5.230,61023,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 2:33 PM,10.0.5.230,54136,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 2:33 PM,10.0.5.230,54136,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:33 PM,10.0.5.230,55330,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:33 PM,10.8.80.169,1561,8.8.8.8,53,UDP,ET POLICY possible Xiaomi phone data leakage DNS,Potential Corporate Privacy Violation,1,"{'updated_at': ['2020_09_15'], 'created_at': ['2014_08_11']}",2018918,alert
12/24/23 2:31 PM,10.0.5.230,55604,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 2:31 PM,10.8.80.169,20074,8.8.8.8,53,UDP,ET POLICY possible Xiaomi phone data leakage DNS,Potential Corporate Privacy Violation,1,"{'updated_at': ['2020_09_15'], 'created_at': ['2014_08_11']}",2018918,alert
12/24/23 2:31 PM,10.0.5.230,54136,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 2:31 PM,10.0.5.230,54136,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:30 PM,10.0.5.230,61292,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 2:30 PM,10.8.80.169,50268,8.8.8.8,53,UDP,ET POLICY possible Xiaomi phone data leakage DNS,Potential Corporate Privacy Violation,1,"{'updated_at': ['2020_09_15'], 'created_at': ['2014_08_11']}",2018918,alert
